WOJ;POW;GMI;RODZ_GMI;RM;MZ;NAZWA;SYM;SYMPOD;STAN_NA
12;15;07;2;00;1;Sobańskie;0069380;0069144;2025-01-01
12;15;07;2;00;1;Świerkoszówka;0069397;0069144;2025-01-01
12;10;04;2;00;1;Zadziele;0428531;0428100;2025-01-01
12;10;04;2;00;1;Wojciakówka;0428488;0428100;2025-01-01
12;07;07;2;00;1;Zadziele;0439859;0439530;2025-01-01
12;07;07;2;00;1;Franciszkańskie;0439902;0439888;2025-01-01
12;01;05;2;00;1;Niwa;0823138;0823121;2025-01-01
12;01;05;2;00;1;Sicie;0823144;0823121;2025-01-01
12;07;09;2;00;1;Tatki;0450683;0450602;2025-01-01
12;02;04;2;00;1;Borek;0818835;0818829;2025-01-01
12;10;14;2;00;1;Wolica;0460782;0460693;2025-01-01
12;10;03;2;00;1;Górna Wieś;0426408;0426360;2025-01-01
12;10;03;2;00;1;Kąty;0426489;0426466;2025-01-01
12;10;03;2;00;1;Łazy;0426561;0426526;2025-01-01
12;10;04;2;00;1;Wyżny Pagórek;0428519;0428100;2025-01-01
12;08;06;2;00;1;Helenówka;0264271;0264259;2025-01-01
12;08;06;2;00;1;Smolny Dół;0264360;0264319;2025-01-01
12;03;04;5;00;1;Struga;0215982;0215893;2025-01-01
12;03;04;5;00;1;Zachardzinie;0216013;0215893;2025-01-01
12;10;09;2;00;1;Dunajczyska;0445156;0445104;2025-01-01
12;10;09;2;00;1;Kiercówka;0445185;0445104;2025-01-01
12;11;05;2;00;1;Sołtystwo;0429520;0429453;2025-01-01
12;11;05;2;00;1;Utratowa;0429542;0429453;2025-01-01
12;10;04;2;00;1;W Granicach;0428896;0428867;2025-01-01
12;10;04;2;00;1;Pałubówka;0428347;0428100;2025-01-01
12;10;04;2;00;1;Pawłówka;0428360;0428100;2025-01-01
12;10;14;2;00;1;Nawsie;0460730;0460693;2025-01-01
12;12;06;2;00;1;Stara Wieś;0339804;0339767;2025-01-01
12;12;06;2;00;1;Dolna Parcela;0339833;0339827;2025-01-01
12;10;04;2;00;1;Synowcówka;0428465;0428100;2025-01-01
12;10;04;2;00;1;Muchówka;0428287;0428100;2025-01-01
12;10;04;2;00;1;Rolówka;0428436;0428100;2025-01-01
12;09;02;2;00;1;Śmietanowa;0442063;0441767;2025-01-01
12;09;02;2;00;1;Żurówka;0442123;0441767;2025-01-01
12;07;10;2;00;1;Kopajdy;0456852;0456651;2025-01-01
12;07;10;2;00;1;Kurki;0456875;0456651;2025-01-01
12;07;10;2;00;1;Pańskie;0456958;0456651;2025-01-01
12;07;10;2;00;1;Jamrozy;0456450;0456390;2025-01-01
12;10;04;2;00;1;Podgórze;0428407;0428100;2025-01-01
12;06;13;2;00;1;Podlesie;0337410;0337320;2025-01-01
12;06;13;2;00;1;Kaliski;0337490;0337478;2025-01-01
12;06;13;2;00;1;Słoneczna;0337544;0337478;2025-01-01
12;07;09;2;00;1;Pajdy;0453032;0452802;2025-01-01
12;02;04;2;00;1;Podgrabie;0819042;0819013;2025-01-01
12;10;04;2;00;1;Pagórek;0427448;0427299;2025-01-01
12;11;05;2;00;1;Kierpcowa;0429631;0429602;2025-01-01
12;07;07;2;00;1;Raczkówka;0439760;0439530;2025-01-01
12;11;08;2;00;1;Jędrusiakowski;0443157;0443068;2025-01-01
12;10;03;2;00;1;Zagórze;0426609;0426526;2025-01-01
12;10;03;2;00;1;Borek;0426650;0426644;2025-01-01
12;10;08;2;00;1;Piętkówka;0442695;0442608;2025-01-01
12;07;03;2;00;1;Palenica;0424444;0424266;2025-01-01
12;07;07;2;00;1;Pagórki;0439701;0439530;2025-01-01
12;07;10;2;00;1;Zapały;0457060;0456651;2025-01-01
12;15;07;2;00;1;Wygoda;0070265;0069575;2025-01-01
12;10;12;2;00;1;Groń;0455730;0455723;2025-01-01
12;10;12;2;00;1;Mała Góra;0455746;0455723;2025-01-01
12;10;09;2;00;1;Biedówka;0444292;0444286;2025-01-01
12;10;09;2;00;1;Dołki;0444346;0444286;2025-01-01
12;10;09;2;00;1;Leonówka;0444412;0444286;2025-01-01
12;10;09;2;00;1;Opijówka;0444487;0444286;2025-01-01
12;10;09;2;00;1;Ptaszniki;0444576;0444286;2025-01-01
12;02;04;2;00;1;Na Lesisku;0818982;0818953;2025-01-01
12;02;04;2;00;1;Wygoda;0818999;0818953;2025-01-01
12;02;04;2;00;1;Zalesie;0819007;0818953;2025-01-01
12;01;03;2;00;1;Kopalina;0317323;0317270;2025-01-01
12;01;03;2;00;1;Skała;0317369;0317270;2025-01-01
12;01;03;2;00;1;Za Kobielą;0317398;0317270;2025-01-01
12;07;09;2;00;1;Bielaki;0453517;0453492;2025-01-01
12;07;09;2;00;1;Bolsęgi;0453523;0453492;2025-01-01
12;07;09;2;00;1;Dudziki;0453569;0453492;2025-01-01
12;07;09;2;00;1;Fligi;0453598;0453492;2025-01-01
12;07;04;2;00;1;Brzezowa;0430829;0430806;2025-01-01
12;07;04;2;00;1;Malerz;0430858;0430806;2025-01-01
12;07;04;2;00;1;Wądoły;0430960;0430806;2025-01-01
12;10;08;2;00;1;Ormantówka;0442650;0442608;2025-01-01
12;10;08;2;00;1;Pietryniakówka;0442689;0442608;2025-01-01
12;07;07;2;00;1;Sicina;0439782;0439530;2025-01-01
12;15;07;2;00;1;Sale;0070124;0069575;2025-01-01
12;15;07;2;00;1;Sikory;0070153;0069575;2025-01-01
12;09;02;2;00;1;Górniowa;0441313;0441247;2025-01-01
12;11;05;2;00;1;Rola Sadłowa;0429938;0429878;2025-01-01
12;11;05;2;00;1;Ochlipów;0429980;0429950;2025-01-01
12;11;05;2;00;1;Rola Obyrtałowa;0430019;0429950;2025-01-01
12;11;06;2;00;1;Dziadowe Kąty;0436559;0436536;2025-01-01
12;11;06;2;00;1;Piekiełko;0436625;0436536;2025-01-01
12;11;06;2;00;1;Podłazie;0436648;0436536;2025-01-01
12;10;04;2;00;1;Międzyłącze;0427684;0427520;2025-01-01
12;10;06;2;00;1;Żebraczka;0436045;0435962;2025-01-01
12;09;08;2;00;1;Morgi;0338302;0338236;2025-01-01
12;09;08;2;00;1;Tajsy;0338408;0338236;2025-01-01
12;16;14;5;00;1;Kamieńce;0836460;0836448;2025-01-01
12;16;14;5;00;1;Piaski;0836543;0836537;2025-01-01
12;16;14;5;00;1;Soliska;0836773;0836744;2025-01-01
12;16;14;5;00;1;Załawie;0836827;0836796;2025-01-01
12;16;14;5;00;1;Kąty;0836508;0836483;2025-01-01
12;18;01;5;00;1;W Rzeczkach;0992102;0045089;2025-01-01
12;16;14;5;00;1;Zagórze;0837531;0837494;2025-01-01
12;16;14;5;00;1;Zagórze;0837608;0837548;2025-01-01
12;06;16;2;00;1;Jałowiec;0343970;0343964;2025-01-01
12;11;10;2;00;1;Sołtyska;0458265;0457900;2025-01-01
12;15;08;2;00;1;Frontowo;0994710;0076990;2025-01-01
12;15;08;2;00;1;U Pacygi;0077132;0076990;2025-01-01
12;15;08;2;00;1;U Warty;0077327;0076990;2025-01-01
12;16;06;5;00;1;Pusta Góra;0829260;0829230;2025-01-01
12;16;06;5;00;1;Dolce;0829282;0829276;2025-01-01
12;16;06;5;00;1;Podkościele;0829342;0829276;2025-01-01
12;16;06;5;00;1;Podlesie;0829359;0829276;2025-01-01
12;16;06;5;00;1;Stawiska;0829388;0829276;2025-01-01
12;16;06;5;00;1;Świnia Góra;0829394;0829276;2025-01-01
12;16;06;5;00;1;W Dolnym Dole;0829402;0829276;2025-01-01
12;16;06;5;00;1;Wieś Dolna;0828957;0828880;2025-01-01
12;16;06;5;00;1;Kozłówek;0828791;0828785;2025-01-01
12;16;06;5;00;1;Koniowa;0828822;0828816;2025-01-01
12;16;06;5;00;1;Pole;0828940;0828880;2025-01-01
12;16;06;5;00;1;Budaki;0828986;0828970;2025-01-01
12;09;04;2;00;1;Koźmice;0330329;0329898;2025-01-01
12;16;06;5;00;1;Góry;0829000;0828970;2025-01-01
12;16;06;5;00;1;Nadole Południowe;0829023;0828970;2025-01-01
12;16;06;5;00;1;Bucze;0829218;0829201;2025-01-01
12;16;06;5;00;1;Na Górach;0829320;0829276;2025-01-01
12;16;06;5;00;1;Pola;0829365;0829276;2025-01-01
12;15;08;2;00;1;U Ficków Górnych;0077066;0076990;2025-01-01
12;15;08;2;00;1;U Wiechcia;0077215;0076990;2025-01-01
12;12;03;2;00;1;Cegielnia;0212848;0212759;2025-01-01
12;14;01;2;00;1;Nawrotka;0323967;0323944;2025-01-01
12;15;03;2;00;1;Pykówka;0049779;0049466;2025-01-01
12;15;03;2;00;1;Rojkówka;0049785;0049466;2025-01-01
12;02;03;5;00;1;Dwór;0817110;0817095;2025-01-01
12;02;03;5;00;1;Dział;0817209;0817190;2025-01-01
12;15;06;5;00;1;Biskupowa;0060002;0059967;2025-01-01
12;15;06;5;00;1;Czarnówka;0989198;0059967;2025-01-01
12;18;07;2;00;1;Podgaje;0070905;0070839;2025-01-01
12;18;07;2;00;1;Działy;0071075;0071052;2025-01-01
12;18;07;2;00;1;Góra;0071081;0071052;2025-01-01
12;19;05;5;00;1;Klin;0341161;0341155;2025-01-01
12;16;14;5;00;1;Kawiory;0836980;0836968;2025-01-01
12;16;14;5;00;1;Potoki;0837005;0836968;2025-01-01
12;16;14;5;00;1;Dąbrowy;0837063;0837040;2025-01-01
12;16;14;5;00;1;Bartnik;0837130;0837123;2025-01-01
12;11;14;2;00;1;U Piszczorów;0466520;0466483;2025-01-01
12;12;05;5;00;1;Żabi Port;0217900;0217863;2025-01-01
12;11;14;2;00;1;Zubki;0466477;0466388;2025-01-01
12;08;02;2;00;1;Ewelinów;0319233;0319204;2025-01-01
12;08;02;2;00;1;Dziadówki;0319227;0319204;2025-01-01
12;08;02;2;00;1;Domiarki;0319167;0319150;2025-01-01
12;12;05;5;00;1;Dół;0218213;0218207;2025-01-01
12;10;06;2;00;1;Ulesie;0435703;0435666;2025-01-01
12;08;02;2;00;1;Dąbrówka;0319300;0319291;2025-01-01
12;10;06;2;00;1;Poręby;0435910;0435880;2025-01-01
12;10;06;2;00;1;Potoki;0435927;0435880;2025-01-01
12;08;02;2;00;1;Podbudzynie;0319411;0319397;2025-01-01
12;07;05;2;00;1;Zbożnie;0434164;0433986;2025-01-01
12;08;02;2;00;1;Kolonia;0319345;0319339;2025-01-01
12;10;06;2;00;1;Górna Wieś;0435732;0435710;2025-01-01
12;10;06;2;00;1;Mostki;0435815;0435809;2025-01-01
12;11;14;2;00;1;Stopki;0466460;0466388;2025-01-01
12;15;04;2;00;1;Pertkowa Górna;0419012;0418780;2025-01-01
12;15;04;2;00;1;Pertkowa Dolna;0419006;0418780;2025-01-01
12;15;05;2;00;1;Folwarskówka;0431496;0431438;2025-01-01
12;15;04;2;00;1;Marchwiakowa;0418975;0418780;2025-01-01
12;15;04;2;00;1;Radaniowa;0419029;0418780;2025-01-01
12;08;07;2;00;1;Zadworze;0268599;0268576;2025-01-01
12;08;07;2;00;1;Pieczeniegi;0268636;0268620;2025-01-01
12;11;11;2;00;1;Do Zająca;0462060;0462025;2025-01-01
12;11;11;2;00;1;Karbówka;0462108;0462025;2025-01-01
12;12;05;5;00;1;Zagórcze;0218058;0218035;2025-01-01
12;12;05;5;00;1;Działy;0218093;0218070;2025-01-01
12;12;05;5;00;1;Pod Witańcem;0218182;0218160;2025-01-01
12;07;05;2;00;1;Wąchały;0433934;0433762;2025-01-01
12;07;05;2;00;1;Jurkowiaki;0434023;0433986;2025-01-01
12;18;03;5;00;1;Chlewna;0056354;0056348;2025-01-01
12;15;05;2;00;1;Szyszkowa;0431332;0431007;2025-01-01
12;10;14;2;00;1;Strzyganiec;0460032;0459891;2025-01-01
12;15;05;2;00;1;Dyrdałówka;0431480;0431438;2025-01-01
12;11;13;2;00;1;Żądłówka;0463450;0462982;2025-01-01
12;11;14;2;00;1;Brzeżek;0466307;0466299;2025-01-01
12;15;05;2;00;1;Zwięgadłowa;0431390;0431007;2025-01-01
12;15;07;2;00;1;Kapałów Potok;0069233;0069144;2025-01-01
12;09;04;2;00;1;Kuligowo;0331381;0331234;2025-01-01
12;09;02;2;00;1;Mikułowa;0442301;0442130;2025-01-01
12;15;07;2;00;1;Buczynka;0069173;0069144;2025-01-01
12;09;05;2;00;1;Sarnulki;0332475;0332452;2025-01-01
12;09;08;2;00;1;Wilkowa;0338680;0338450;2025-01-01
12;19;02;2;00;1;Górka;0318038;0318021;2025-01-01
12;07;03;2;00;1;Polana;0424467;0424266;2025-01-01
12;07;03;2;00;1;Sakta;0424510;0424266;2025-01-01
12;07;03;2;00;1;Działy;0424668;0424639;2025-01-01
12;07;03;2;00;1;Góry;0424674;0424639;2025-01-01
12;07;03;2;00;1;Rynek;0424711;0424639;2025-01-01
12;09;02;2;00;1;Michalakowa;0442293;0442130;2025-01-01
12;10;09;2;00;1;Mościska;0446121;0445742;2025-01-01
12;11;06;2;00;1;Bereśnik;0436750;0436743;2025-01-01
12;19;02;2;00;1;Korbielów;0318274;0318251;2025-01-01
12;09;07;5;00;1;Końcówka;0336869;0336674;2025-01-01
12;09;07;5;00;1;Pagórek;0336941;0336674;2025-01-01
12;19;02;2;00;1;Zarabie;0318179;0318156;2025-01-01
12;15;06;5;00;1;Ocieczkowa;0061450;0061384;2025-01-01
12;11;05;2;00;1;Cisconiówka;0429460;0429453;2025-01-01
12;10;05;2;00;1;Hebdówka;0434572;0434371;2025-01-01
12;11;05;2;00;1;Hujasowa Rola;0429387;0429341;2025-01-01
12;10;05;2;00;1;Janówka;0434589;0434371;2025-01-01
12;11;05;2;00;1;Wdówkowa;0429298;0429016;2025-01-01
12;11;05;2;00;1;Suwadowa;0429275;0429016;2025-01-01
12;11;11;2;00;1;Bałki;0461528;0461511;2025-01-01
12;11;08;2;00;1;Zamościański;0443223;0443068;2025-01-01
12;08;02;2;00;1;Psiarków;0319440;0319434;2025-01-01
12;07;05;2;00;1;Koszarzyska;0434201;0434170;2025-01-01
12;11;11;2;00;1;Piekarczykówka;0461853;0461646;2025-01-01
12;12;05;5;00;1;Trzecia Kolonia;0218420;0218390;2025-01-01
12;12;05;5;00;1;Zadole;0218331;0218302;2025-01-01
12;12;06;2;00;1;Kosmolów;0339610;0339589;2025-01-01
12;09;04;2;00;1;Mądrowo;0330826;0330602;2025-01-01
12;10;05;2;00;1;Łabowa;0435459;0435413;2025-01-01
12;11;08;2;00;1;Wyżni Koniec;0443298;0443246;2025-01-01
12;09;04;2;00;1;Mirkówka;0330855;0330602;2025-01-01
12;09;08;2;00;1;Wojtkówka;0338696;0338450;2025-01-01
12;10;05;2;00;1;Ugory;0435471;0435413;2025-01-01
12;09;03;5;00;1;Skotnica;0327764;0327698;2025-01-01
12;10;06;2;00;1;Małe Zagórze;0436370;0436341;2025-01-01
12;09;03;5;00;1;Stradom;0327652;0327592;2025-01-01
12;09;03;5;00;1;Dół;0327899;0327860;2025-01-01
12;10;14;2;00;1;Kurkowskie;0460285;0460227;2025-01-01
12;10;09;2;00;1;Pod Piechówką;0447250;0447190;2025-01-01
12;09;03;5;00;1;Borzyny;0327876;0327860;2025-01-01
12;10;09;2;00;1;Za Paryją;0447356;0447190;2025-01-01
12;10;06;2;00;1;Łasztki;0436364;0436341;2025-01-01
12;09;03;5;00;1;Zagroda;0327770;0327698;2025-01-01
12;09;03;5;00;1;Syberia;0327830;0327793;2025-01-01
12;10;15;2;00;1;Limasy;0459750;0459721;2025-01-01
12;11;10;2;00;1;Polaki;0458101;0457900;2025-01-01
12;11;10;2;00;1;Zawady;0458182;0457900;2025-01-01
12;11;12;5;00;1;Zygadłówka;0464219;0463881;2025-01-01
12;10;09;2;00;1;Granicznik;0444748;0444719;2025-01-01
12;09;08;2;00;1;Żyłówka Niżna;0338733;0338450;2025-01-01
12;19;02;2;00;1;Górki;0318736;0318713;2025-01-01
12;10;05;2;00;1;Fydówka;0434514;0434371;2025-01-01
12;09;05;2;00;1;Mogiłki;0332587;0332541;2025-01-01
12;09;01;5;00;1;Dział;0317091;0317079;2025-01-01
12;09;01;5;00;1;Bystrzyca;0317056;0317033;2025-01-01
12;10;09;2;00;1;Bukowina;0445794;0445742;2025-01-01
12;15;07;2;00;1;Guziakówka;0069049;0069026;2025-01-01
12;08;05;5;00;1;Podbukowiec;0251742;0251720;2025-01-01
12;08;05;5;00;1;Wielka Droga;0251630;0251593;2025-01-01
12;10;09;2;00;1;Chałupina;0445825;0445742;2025-01-01
12;08;05;5;00;1;Parcela;0251771;0251759;2025-01-01
12;08;05;5;00;1;Dziadówki;0251831;0251825;2025-01-01
12;11;10;2;00;1;Barbarówka;0457596;0457580;2025-01-01
12;19;02;2;00;1;Ukraina;0318162;0318156;2025-01-01
12;11;10;2;00;1;Bełk;0457610;0457580;2025-01-01
12;11;10;2;00;1;Kuce;0457700;0457580;2025-01-01
12;11;10;2;00;1;Ligasy;0457739;0457580;2025-01-01
12;11;10;2;00;1;Lubańskie;0457745;0457580;2025-01-01
12;10;09;2;00;1;Dział;0443542;0443476;2025-01-01
12;10;09;2;00;1;Ogródek;0443772;0443476;2025-01-01
12;19;02;2;00;1;Wachlówka;0318245;0318216;2025-01-01
12;19;02;2;00;1;Podszczepie;0318200;0318185;2025-01-01
12;19;02;2;00;1;Podwale;0318239;0318216;2025-01-01
12;09;02;2;00;1;Pustki;0442360;0442130;2025-01-01
12;10;04;2;00;1;Michalikówka;0428264;0428100;2025-01-01
12;10;14;2;00;1;Niżny Litacz;0459974;0459891;2025-01-01
12;11;14;2;00;1;Chodówka;0466313;0466299;2025-01-01
12;11;13;2;00;1;Gryziakówka;0463148;0462982;2025-01-01
12;10;09;2;00;1;Podjarcowa;0444837;0444719;2025-01-01
12;08;06;2;00;1;Błonie;0264213;0264207;2025-01-01
12;14;01;2;00;1;Bugaj;0323246;0323230;2025-01-01
12;09;01;5;00;1;Podlas;0317116;0317079;2025-01-01
12;09;02;2;00;1;Czarnotowa;0441069;0441030;2025-01-01
12;10;09;2;00;1;Podsiadówka;0446233;0445742;2025-01-01
12;11;11;2;00;1;Szewczykówka;0462539;0462249;2025-01-01
12;11;11;2;00;1;Trybuniówka;0462551;0462249;2025-01-01
12;11;11;2;00;1;Węglarzówka;0462568;0462249;2025-01-01
12;10;14;2;00;1;Tłoki;0461126;0461103;2025-01-01
12;10;14;2;00;1;Pod Rogami;0461155;0461132;2025-01-01
12;10;14;2;00;1;Wieś Polska;0461215;0461178;2025-01-01
12;10;14;2;00;1;Zalas;0460670;0460598;2025-01-01
12;08;06;2;00;1;Kliny Dalskie;0263892;0263886;2025-01-01
12;08;06;2;00;1;Stara Wieś;0263969;0263930;2025-01-01
12;08;06;2;00;1;Kałuża;0264035;0264012;2025-01-01
12;11;10;2;00;1;Rola;0457780;0457580;2025-01-01
12;12;07;5;00;1;Przebój;0223674;0223651;2025-01-01
12;12;07;5;00;1;Szwajcary;0223770;0223734;2025-01-01
12;12;07;5;00;1;Zapilniki;0223786;0223734;2025-01-01
12;12;07;5;00;1;Rędziny;0223869;0223830;2025-01-01
12;12;07;5;00;1;Na Górach;0223912;0223898;2025-01-01
12;11;13;2;00;1;Bulówka;0463071;0462982;2025-01-01
12;09;02;2;00;1;Lachy;0441922;0441767;2025-01-01
12;08;02;2;00;1;Podgaje;0319322;0319291;2025-01-01
12;10;09;2;00;1;Paryja;0443810;0443476;2025-01-01
12;11;08;2;00;1;Kacwiński;0443269;0443246;2025-01-01
12;11;08;2;00;1;Niżni Koniec;0443281;0443246;2025-01-01
12;09;03;5;00;1;Piesaki;0327630;0327592;2025-01-01
12;09;03;5;00;1;Szwaby;0327669;0327592;2025-01-01
12;09;03;5;00;1;Setlówka;0327758;0327698;2025-01-01
12;09;03;5;00;1;Góra;0327818;0327793;2025-01-01
12;10;09;2;00;1;Stefany;0446316;0445742;2025-01-01
12;10;09;2;00;1;Tobiaszówka;0446351;0445742;2025-01-01
12;10;09;2;00;1;Wiele;0446405;0445742;2025-01-01
12;12;04;2;00;1;Laski;0215255;0215226;2025-01-01
12;08;07;2;00;1;Burzyniec;0268487;0268470;2025-01-01
12;11;12;5;00;1;Wydrówka;0463540;0463467;2025-01-01
12;12;05;5;00;1;Na Górze;0217930;0217917;2025-01-01
12;12;05;5;00;1;Zalas;0217946;0217917;2025-01-01
12;11;06;2;00;1;Pasterniki;0436832;0436743;2025-01-01
12;11;06;2;00;1;Potoczki;0436861;0436743;2025-01-01
12;07;04;2;00;1;Rzeki;0430605;0430545;2025-01-01
12;07;04;2;00;1;Podczacze;0430657;0430628;2025-01-01
12;10;12;2;00;1;Zagroda;0455083;0454994;2025-01-01
12;10;12;2;00;1;Magierówka;0455321;0455261;2025-01-01
12;10;12;2;00;1;Potok;0455367;0455261;2025-01-01
12;10;06;2;00;1;Łąki;0435695;0435666;2025-01-01
12;09;08;2;00;1;Za Górą;0339017;0338756;2025-01-01
12;09;08;2;00;1;Bylicówka;0339224;0339201;2025-01-01
12;10;09;2;00;1;Opalanka;0446173;0445742;2025-01-01
12;12;04;2;00;1;Młyny;0214899;0214882;2025-01-01
12;12;04;2;00;1;Przełajka;0215120;0215108;2025-01-01
12;11;11;2;00;1;Karłówka;0462746;0462611;2025-01-01
12;11;11;2;00;1;Linkworówka;0462781;0462611;2025-01-01
12;11;11;2;00;1;Magierzakówka;0462812;0462611;2025-01-01
12;10;09;2;00;1;Oborzyska;0444814;0444719;2025-01-01
12;10;04;2;00;1;Wygony;0428086;0428057;2025-01-01
12;10;04;2;00;1;Do Leśnych;0428169;0428100;2025-01-01
12;10;04;2;00;1;Jeleniówka;0428229;0428100;2025-01-01
12;10;04;2;00;1;Lipie;0428241;0428100;2025-01-01
12;10;13;5;00;1;Cyrchla;0459460;0459454;2025-01-01
12;07;12;2;00;1;Brodkówka;0467666;0467650;2025-01-01
12;07;12;2;00;1;Przylaski;0467710;0467650;2025-01-01
12;10;05;2;00;1;Zarębek;0434916;0434371;2025-01-01
12;10;05;2;00;1;Żakówka;0434939;0434371;2025-01-01
12;10;05;2;00;1;Bratyszowiec;0434951;0434945;2025-01-01
12;15;07;2;00;1;Szwaby;0069138;0069026;2025-01-01
12;06;01;2;00;1;Górka;0315703;0315672;2025-01-01
12;06;01;2;00;1;Lipowiec;0315732;0315672;2025-01-01
12;06;01;2;00;1;Bagienna;0315778;0315761;2025-01-01
12;06;01;2;00;1;Borowa Górka;0315784;0315761;2025-01-01
12;06;01;2;00;1;Pod Górą;0315815;0315761;2025-01-01
12;06;01;2;00;1;Zagórcze;0315880;0315761;2025-01-01
12;06;04;2;00;1;Strona Góralska;0321537;0321419;2025-01-01
12;06;04;2;00;1;Góra;0321595;0321572;2025-01-01
12;18;02;2;00;1;Nowa Wieś;0047496;0047467;2025-01-01
12;18;02;2;00;1;Przy Gościńcu;0047562;0047510;2025-01-01
12;15;07;2;00;1;Trzopy;0070236;0069575;2025-01-01
12;19;05;5;00;1;Za Górą;0340339;0340256;2025-01-01
12;12;03;2;00;1;Górka;0212920;0212890;2025-01-01
12;12;03;2;00;1;Koło Remizy;0212937;0212890;2025-01-01
12;15;05;2;00;1;Janeczkówka;0432314;0432159;2025-01-01
12;09;04;2;00;1;Madoń;0330074;0329898;2025-01-01
12;07;12;2;00;1;Podlas;0466879;0466709;2025-01-01
12;15;07;2;00;1;Rola Hulbujowa;0068392;0068328;2025-01-01
12;15;07;2;00;1;Wielkie Pole;0068423;0068328;2025-01-01
12;15;07;2;00;1;Drewianki;0068446;0068430;2025-01-01
12;09;02;2;00;1;Biedroniowa;0441796;0441767;2025-01-01
12;09;04;2;00;1;Słowikowo;0331033;0330602;2025-01-01
12;09;04;2;00;1;Spyrowo;0331056;0330602;2025-01-01
12;09;04;2;00;1;Wątorowo;0331122;0330602;2025-01-01
12;09;05;2;00;1;Krzemionki;0332877;0332854;2025-01-01
12;08;05;5;00;1;Gałeczki;0251280;0251274;2025-01-01
12;08;05;5;00;1;Przy Szosie;0251340;0251328;2025-01-01
12;08;05;5;00;1;W Dołach;0251363;0251328;2025-01-01
12;08;05;5;00;1;Dziadówki;0251386;0251370;2025-01-01
12;08;05;5;00;1;Zadole;0251400;0251370;2025-01-01
12;09;01;5;00;1;Sarnulki;0316832;0316803;2025-01-01
12;10;04;2;00;1;Bajorki;0426727;0426710;2025-01-01
12;10;03;2;00;1;Zagórze;0426302;0426288;2025-01-01
12;10;12;2;00;1;Piętkówka;0455605;0455462;2025-01-01
12;10;12;2;00;1;Pod Ciecierzem;0455634;0455462;2025-01-01
12;10;12;2;00;1;Podlipie;0455640;0455462;2025-01-01
12;11;11;2;00;1;Bachulówka Wyżnia;0462261;0462249;2025-01-01
12;08;05;5;00;1;Zawodzie;0251245;0251216;2025-01-01
12;11;07;2;00;1;Kudziowa Niżnia;0440839;0440791;2025-01-01
12;11;07;2;00;1;Przywarówka;0440905;0440791;2025-01-01
12;11;07;2;00;1;Roztoki Wysznie;0440911;0440791;2025-01-01
12;11;07;2;00;1;Zagrody;0440986;0440791;2025-01-01
12;14;01;2;00;1;Wiktoryjka;0323335;0323269;2025-01-01
12;07;11;2;00;1;Więcki;0467420;0466939;2025-01-01
12;07;11;2;00;1;Zalas;0467471;0466939;2025-01-01
12;07;12;2;00;1;Kąciki;0466632;0466589;2025-01-01
12;07;12;2;00;1;Doraź;0466744;0466709;2025-01-01
12;07;12;2;00;1;Jakubówka;0466773;0466709;2025-01-01
12;07;10;2;00;1;Cicharze;0456734;0456651;2025-01-01
12;10;13;5;00;1;Kąty;0459129;0459023;2025-01-01
12;10;13;5;00;1;Wyzyski;0459342;0459023;2025-01-01
12;10;13;5;00;1;Wyżne Żywczaki;0459359;0459023;2025-01-01
12;10;13;5;00;1;Stos;0459431;0459371;2025-01-01
12;10;12;2;00;1;Bukowiec;0455500;0455462;2025-01-01
12;10;12;2;00;1;Dudkówka;0455545;0455462;2025-01-01
12;05;09;2;00;1;Dziadówka;0465153;0465124;2025-01-01
12;05;10;2;00;1;Brunary Niżne;0467927;0467910;2025-01-01
12;05;04;2;00;1;Pod Lasem;0425254;0425194;2025-01-01
12;07;09;2;00;1;Borki;0452400;0452386;2025-01-01
12;07;09;2;00;1;Dawczaki;0452475;0452386;2025-01-01
12;07;09;2;00;1;Dudy;0452481;0452386;2025-01-01
12;07;09;2;00;1;Guzary;0452541;0452386;2025-01-01
12;03;01;5;00;1;Pod Rudnem;0314537;0314514;2025-01-01
12;03;01;5;00;1;Betlejówka;0314632;0314626;2025-01-01
12;01;08;2;00;1;Glinki;0838909;0838884;2025-01-01
12;07;09;2;00;1;Siewiory;0453078;0452802;2025-01-01
12;07;09;2;00;1;Ciemniaki;0453196;0453150;2025-01-01
12;07;09;2;00;1;Farganusy;0453233;0453150;2025-01-01
12;07;09;2;00;1;Fornale;0453240;0453150;2025-01-01
12;07;09;2;00;1;Kuczaje;0453291;0453150;2025-01-01
12;07;09;2;00;1;Ligasy;0453300;0453150;2025-01-01
12;07;09;2;00;1;Niedośpiały;0453322;0453150;2025-01-01
12;07;09;2;00;1;Mrózczaki;0452618;0452386;2025-01-01
12;07;09;2;00;1;Ogiele Górne;0452647;0452386;2025-01-01
12;07;09;2;00;1;Siarki;0452713;0452386;2025-01-01
12;09;08;2;00;1;Kotarby;0339431;0339394;2025-01-01
12;09;08;2;00;1;Oleksy;0339454;0339394;2025-01-01
12;09;08;2;00;1;Pękale;0339460;0339394;2025-01-01
12;09;09;2;00;1;Kucmówka;0342663;0342580;2025-01-01
12;09;09;2;00;1;Murzynówka;0342700;0342580;2025-01-01
12;09;09;2;00;1;Obajtkówka;0342717;0342580;2025-01-01
12;09;09;2;00;1;Sternalówka;0342781;0342580;2025-01-01
12;09;09;2;00;1;Weszkówka;0342798;0342580;2025-01-01
