id,nazwa,typ,typ_krotki,ulica,miejscowosc,kod_pocztowy,powiat,wojewodztwo,latitude,longitude,liczba_miejsc,koszt_pobytu,profil_opieki,telefon,www
299,Klub Senior+ — Wadowice,Klub Senior+,Klub Senior+,ul.Mickiewicza 19,Wadowice,34-100,wadowicki,małopolskie,49.8834484,19.4925345,15,,,579490711,
300,Klub Senior+ — Wieprz,Klub Senior+,Klub Senior+,ul. Centralna 7,Wieprz,34-122,wadowicki,małopolskie,49.8990234,19.3658222,150,,,33 875 54 15,
134,Środowiskowy Dom Pomocy Społecznej w Bochni,ŚDS,ŚDS,ul. Karolina 14f,Bochnia,32-700,bocheński,małopolskie,49.9799,20.4431,27,,"A,B",14 611 16 02,https://sds.powiatbochenski.pl/kontakt
135,Środowiskowy Dom Pomocy Społecznej w Cerekwi,ŚDS,ŚDS,Cerkiew 48,Bogucice,32-711,bocheński,małopolskie,50.0913,20.5025,36,,"A,B",50 511 35 09,
111,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Muchówka 157,Królówka,32-722,bocheński,małopolskie,49.8581,20.4513,35,,"A,B,C",14 685 92 00,https://muchowka.naszsds.pl/http
127,Środowiskowy Dom Pomocy Społecznej w Rdzawie,ŚDS,ŚDS,1,Rdzawa,32-732,bocheński,małopolskie,49.8215,20.3555,47,,"A,B,C",14 611 69 11,"https://bip.malopolska.pl/ugtrzciana,a,1302307,srodowiskowy-dom-samopomocy-w-rdzawie.html"
133,Środowiskowy Dom Pomocy Społecznej w Żegocinie,ŚDS,ŚDS,232 a,Żegocina,32-731,bocheński,małopolskie,49.8031505,20.4206322,35,,"A,B,C",14 613 27 05,https://www.sds-zegocina.pl/
136,Środowiskowy Dom Pomocy Społecznej w Łysej Górze ,ŚDS,ŚDS,251,Łysa Góra,32-853,brzeski,małopolskie,49.7191,20.4525,60,,"A,B,C",14 663 34 86,"https://sds.brzesko.pl/?pl_kontakt,2"
6,Środowiskowy Dom Samopomocy Chrzanów,ŚDS,ŚDS,ul. Kolonia Stella 11,Chrzanów,32-500,chrzanowski,małopolskie,50.4426617,19.87777259,44,,"A,B",32 623 52 60 wew.21,TBC
112,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Oleśnica 73,Dąbrowa Tarnowska,33-200,dąbrowski,małopolskie,50.1761,20.9459,36,,"A,B",14 641 00 42,http://www.sdsolesnica.pl/index.php?option=com_contact&view=contact&id=1&Itemid=120
126,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,161,Dąbrowica,33-230,dąbrowski,małopolskie,50.2948,21.1398,44,,"A,B,C",14 657 51 23,http://www.sdsdabrowica.pl/
1,Środowiskowy Dom Samopomocy Biecz (Nadzieja),ŚDS,ŚDS,ul. Parkowa 1,Biecz,38-340,gorlicki,małopolskie,49.73398118,21.25609674,41,,"B,C",18 440 61 22,https://nadziejabiecz.pl/sds-w-bieczu-z-filia-w-gorlicach/
139,Środowiskowy Dom Pomocy Społecznej w Bobowej (Filia SDS w Gorlicach),ŚDS,ŚDS,ul. Węgierska 28,Bobowa,38-350,gorlicki,małopolskie,49.7059,20.9378,65,,"A,B to jest Fila ŚDS Gorlice
ul. Michalusa 18,
38-300 Gorlice",18 351 42 26,https://dow.bobowa.pl/kontakt/
138,Środowiskowy Dom Pomocy Społecznej w Gorlicach,ŚDS,ŚDS,ul. Michalusa 18,Gorlice,38-300,gorlicki,małopolskie,49.669,21.1723,65,,"A,B",18 352 12 65,https://dow.gorlice.pl/dow/kontakt/
2,Środowiskowy Dom Samopomocy Biecz - Filia w Gorlicach (Nadzieja),ŚDS,ŚDS,ul.Wyszynskiego 18,Gorlice,38-300,gorlicki,małopolskie,49.67731845,21.16822015,41,,"B,C",18 53461 01,https://nadziejabiecz.pl/sds-w-bieczu-z-filia-w-gorlicach/
200,Środowiskowy Dom Samopomocy w Wysowej-Zdroju,ŚDS,ŚDS,98,Wysowa-Zdrój,38-316,gorlicki,małopolskie,49.4354584,21.1781165,15,,"A,C",662 633 847,
10,Środowiskowy Dom Samopomocy - Ognisko Terapeutyczne Jerzmanowice ,ŚDS,ŚDS,ul. Rajska 26,Jerzmanowice,32-048,krakowski,małopolskie,50.21534994,19.74559207,25,,"A,B,C",12 389 50 98,http://ognisko.jerzmanowice-przeginia.pl/index.html
141,Środowiskowy Dom Pomocy Społecznej w Konarach,ŚDS,ŚDS,ul. Bonifraterska 11,Konary,32-031,krakowski,małopolskie,49.9504,19.9433,35,,"A,B,C",12 256 10 58,https://bonifundo.pl/nasza-dzialalnosc/sds/
97,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Pasteura 1,Kraków,31-222,krakowski,małopolskie,50.097,19.9322,58,,"A,B",12 415 31 21,https://krakowcaritas.pl/placowki/srodowiskowy-dom-samopomocy-3/
90,Środowiskowy Dom Pomocy Społecznej Kraków,ŚDS,ŚDS,Józefa 1,Kraków,31-056,krakowski,małopolskie,50.0502,19.9429,22,,A,12 430 68 31,https://www.hamlet.org.pl/sds
94,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Pokoju 7,Kraków,30-002,krakowski,małopolskie,50.0591226,19.9646566,21,,B,12 633 23 01,https://mops.krakow.pl/instcbi/212217/inst/35984/2445/Srodowiskowy-Dom-Samopomocy.html
93,Środowiskowy Dom Samopomocy - Filia ul. Teligi,ŚDS,ŚDS,ul. Teligi 26b,Kraków,30-805,krakowski,małopolskie,50.0149,20.0091,60,,"B.  ; FiliaŚDS ul. Aleksandry 1
30-837 Kraków  - 60 miejsc z czego 30 za zyciem",12 311 42 36,https://ognisko.org.pl/sds-filia-ul-teligi-krakow/
91,Środowiskowy Dom Pomocy Społecznej Kraków,ŚDS,ŚDS,Olszańska 5,Kraków,31-126,krakowski,małopolskie,50.0725,19.957,49,,A,51 745 68 10,https://stowarzyszenie-rozwoju.eu/kontakt/
96,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,os. Tysiąclecia 86,Kraków,31-610,krakowski,małopolskie,50.0941,19.996,29,,B,12 647 51 31,https://przystanekbetlejem.pl/kontakt
95,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,os. Szkolne 30,Kraków,31-978,krakowski,małopolskie,50.0767003,20.0486897,30,,"B,C",12 643 18 01,https://gaudiumetspes.pl/sds-os-szkolne/
92,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Aleksandry 1,Kraków,30-837,krakowski,małopolskie,50.0156,20.0184,60,,B,12 658 54 94,https://ognisko.org.pl/sds-ul-aleksandry-krakow/
99,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Piekarska 3,Kraków,31-067,krakowski,małopolskie,50.0488,19.941299,48,,B,12 430 63 13,https://fundacja-leonardo.pl/srodowiskowy-dom-samopomocy-krakow/
98,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Komandosów 18,Kraków,30-334,krakowski,małopolskie,50.0411,19.9307,58,,"A,B. Filia ŚDS ul. Pasteura 1,
31-222 Kraków",12 415 31 21,http://www.sds.komandosow.caritas.pl/
100,Środowiskowy Dom Samopomocy dla osób z chorobą Alzheimera,ŚDS,ŚDS,ul. Żywiecka 16,Kraków,30-427,krakowski,małopolskie,50.0157,19.9198,21,,C,579 996 898,https://krakowcaritas.pl/placowki/srodowiskowy-dom-samopomocy-dla-osob-z-choroba-alzheimera/
15,Środowiskowy Dom Samopomocy  Kraków os. Wandy 23,ŚDS,ŚDS,os. Wandy 23,Kraków,31-907,krakowski,małopolskie,50.07097602,20.05115109,15,,"B,C",887 131 288,https://stowarzyszenietecza.org/nasze-dzialania/srodowiskowy-dom-samopomocy/
17,"Środowiskowy Dom Samopomocy  Kraków ""Vita"" filia os. Słoneczne 15",ŚDS,ŚDS,os. Słoneczne 15,Kraków,31-958,krakowski,małopolskie,50.07769688,20.03983407,102,,C,12 359 29 00,http://sdsvita.pl/
16,"Środowiskowy Dom Samopomocy  Kraków ""Vita"" os. Młodości 8",ŚDS,ŚDS,os. Młodości 8,Kraków,31-908,krakowski,małopolskie,50.06745303,20.05013027,102,,A,12 686 91 21,http://sdsvita.pl/
18,"Środowiskowy Dom Samopomocy  Kraków ""Vita"" filia al. Grottgera 3",ŚDS,ŚDS,al. Grottgera 3,Kraków,30-035,krakowski,małopolskie,50.07236878,19.9292494,102,,B,12 686 91 21,http://sdsvita.pl/
102,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Wola Filipowska ul. ks. Mądrzyka 32,Krzeszowice,32-065,krakowski,małopolskie,50.1344,19.5774,35,,"A,B,C",12 282 26 63,https://krakowcaritas.pl/placowki/srodowiskowy-dom-samopomocy/
123,"Środowiskowy Dom Pomocy Społecznej ""Świt""",ŚDS,ŚDS,58A,Miłocice,32-090,krakowski,małopolskie,50.2327,20.041294,33,,B,12 388 32 41,
131,Środowiskowy Dom Pomocy Społecznej w Radwanowicach ,ŚDS,ŚDS,1a,Radwanowice,32-064,krakowski,małopolskie,50.1507482,19.7054452,35,,"A,B ",12 283 93 14,https://albert.krakow.pl/pl/56/Radwanowice
140,Środowiskowy Dom Pomocy Społecznej w Skawinie,ŚDS,ŚDS,ul. Węgierska 5,Skawina,32-050,krakowski,małopolskie,49.9772,19.8266,36,,"A,B,C ",12 276 85 29,https://sds-skawina.pl/
142,Środowiskowy Dom Pomocy Społecznej w Woli Kalinowskiej,ŚDS,ŚDS,ul. Szkolna 12,Wola Kalinowska,32-045,krakowski,małopolskie,50.2249145,19.8098162,30,,"A,B",12 389 29 79,https://fundacja-leonardo.pl/srodowiskowy-dom-samopomocy-wola-kalinowska/
132,Środowiskowy Dom Pomocy Społecznej w Woli Zachariaszowskiej,ŚDS,ŚDS,ul. Świętego Floriana 19,Wola Zachariaszowska,32-087,krakowski,małopolskie,50.1499,19.9339,29,,"A,B,C",12 419 40 33,https://zielonki.pl/srodowiskowy-dom-samopomocy/
103,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Ujanowice 180,Laskowa,34-603,limanowski,małopolskie,49.7466,20.5557,30,,"A,B",18 333 43 80,https://www.sdsujanowice.pl/strona-glowna
104,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Kilińskiego 11,Limanowa,34-600,limanowski,małopolskie,49.7075,20.4239,33,,"A,B",18 337 50 85,https://sds.wlimanowej.pl/kontakt/
107,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,401,Mszana Dolna,34-733,limanowski,małopolskie,49.6585,20.1037,40,,"A,B",73 598 27 10,"https://bip.malopolska.pl/sdsmszanagorna,m,415133,o-jednostce.html"
5,Środowiskowy Dom Samopomocy Jelcza,ŚDS,ŚDS,Jelcza 219,Charsznica,32-250,miechowski,małopolskie,50.44262754,19.8777404,30,,"A,B,C",41 382 74 05,http://www.sdsjelcza.charsznica.pl/
14,Środowiskowy Dom Samopomocy Kozłów,ŚDS,ŚDS,Kępie 16,Kozłów,32-241,miechowski,małopolskie,50.45614942,19.93535377,25,,"A,B,C",41 230 72 39,https://www.facebook.com/sds.kozlow/
118,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Marchocicach 13,Marchocice,32-222,miechowski,małopolskie,50.3245841,20.1846801,61,,"A,B,C to jest filia osrodka ŚDS Kościejów 52, 32-222 Racławice",41 384 41 22,
106,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Szpitalna 1,Miechów,32-200,miechowski,małopolskie,50.3552,20.0345,40,,"A,B,C",41 230 81 86,https://miechow.caritas.pl/srodowiskowy_dom_samopomocy/
117,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Kościejów 52,Racławice,32-222,miechowski,małopolskie,50.3298,20.2656,61,,"A,B,C z filia ww Marchocicach 13, 32-222 Racławice",41 384 41 22,
7,Środowiskowy Dom Samopomocy Dobroczyce,ŚDS,ŚDS,ul. Jagiellońska 2,Dobczyce,32-410,myślenicki,małopolskie,49.88023629,20.09146985,42,,"A,B,C",501 814 113,https://sds.dobczyce.pl/
144,Środowiskowy Dom Pomocy Społecznej w Lubniu,ŚDS,ŚDS,475,Lubień,32-433,myślenicki,małopolskie,49.7150431,19.9763495,55,,"A,B",50 960 21 08,
145,"Środowiskowy Dom Pomocy Społecznej ""Magiczny Dom"" w Myślenicach",ŚDS,ŚDS,Osieczany 545,Myślenice,32-400,myślenicki,małopolskie,49.8470526,19.9938687,28,,B,50 960 24 67,https://psonimyslenice.pl/
116,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Komorniki 98,Raciechowice,32-415,myślenicki,małopolskie,49.8404,20.1555,64,,"to jest filia ŚDS Zegartowice 114, 32-415 Raciechowice",12 444 73 39,
115,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Zegartowice 114,Raciechowice,32-415,myślenicki,małopolskie,49.831,20.1905,64,,"A,B.   - z filią
w Komornikach 98,
32-415 Raciechowice   ",12 444 79 40,
143,Środowiskowy Dom Pomocy Społecznej w Sułkowicach,ŚDS,ŚDS,ul. 1-ego Maja 66,Sułkowice,32-440,myślenicki,małopolskie,49.8435,19.8014,55,,"A,B 
Filia w Lubniu 475,
32-433 Lubień",12 312 71 79,
101,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Źródlana 59,Krynica-Zdrój,33-380,nowosądecki,małopolskie,49.4075182,20.9582768,40,,"A,B,C",18 534 91 89,https://www.sds-krynicazdroj.pl/kontakt/
146,Powiatowy Ośrodek Wsparcia ŚDS Muszyna,ŚDS,ŚDS,ul. Piłsudskiego 119,Muszyna,33-370,nowosądecki,małopolskie,49.3465,20.8935,41,,"A,B",18 471 91 07,http://www.pow.muszyna.pl/www.pow.muszyna.pl/pl/31401/0/KONTAKT.html
164,Środowiskowy Dom Pomocy Społecznej w Nowy Sączu,ŚDS,ŚDS,ul. Nawojowska 159a,Nowy Sącz,33-300,nowosądecki,małopolskie,49.5954,20.7225,60,,"A,B",18 547 59 90,https://www.sds-nowysacz.pl/kontakt.html
124,Środowiskowy Dom Pomocy Społecznej w Starym Sączu,ŚDS,ŚDS,ul. Cyganowice 95,Stary Sącz,33-340,nowosądecki,małopolskie,49.5402,20.6555,41,,"A,B",18 446 04 88,https://gniazdo.sacz.pl/archiwum/www.gniazdo.sacz.pl/artykul/41%2cdane-teleadresowe.html
147,Powiatowy Ośrodek Wsparcia ŚDS Zbyszyce,ŚDS,ŚDS,12,Zbyszyce,33-318,nowosądecki,małopolskie,49.7125,20.6635,32,,"A,B",18 548 50 60,https://bip.malopolska.pl/powzbyszyce
148,Środowiskowy Dom Pomocy Społecznej w Czerwiennem,ŚDS,ŚDS,341,Czerwienne,34-407,nowotarski,małopolskie,19.9199,49.376,24,,"B,C",66 814 93 95,
9,Środowiskowy Dom Samopomocy Jabłonka (Barka) ,ŚDS,ŚDS,"ul. Tetmajera 4,",Jabłonka,34-480,nowotarski,małopolskie,49.4813996,19.6976874,26,,A,18 265 24 90,http://www.barka.jablonka.pl/www/sdsonas.html
110,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Podtatrzańska 47a,Nowy Targ,34-400,nowotarski,małopolskie,49.4714,20.0263,30,,"B,C",50 890 53 00,https://sds.psoni.eu/
125,"Środowiskowy Dom Pomocy Społecznej ""Perła"" w Szczawnicy",ŚDS,ŚDS,ul. Park Dolny 6,Szczawnica,34-460,nowotarski,małopolskie,49.4267,20.4816,33,,B,18 262 15 18,http://www.psoni-szczawnica.pl/index.php?option=com_content&view=article&id=20&Itemid=123
13,Środowiskowy Dom Samopomocy Klucze,ŚDS,ŚDS,Osada 15,Klucze,32-310,olkuski,małopolskie,50.35342983,19.56257442,28,,"B,D",32 706 50 77,https://psoni-wolbrom.pl/
12,Środowiskowy Dom Samopomocy Kolbark,ŚDS,ŚDS,"ul. Źródlana 3,",Kolbark,32-310,olkuski,małopolskie,50.36672487,19.6419282,35,,"A,B,C",32 647 80 50,https://www.stowarzyszenie-klucz.pl/
149,Środowiskowy Dom Pomocy Społecznej  w Olkuszu,ŚDS,ŚDS,ul. Korczaka 7,Olkusz,32-300,olkuski,małopolskie,50.2755,19.5789,47,,"A,B,C",32 706 54 50,https://progres.olkusz.pl/
130,Środowiskowy Dom Pomocy Społecznej w Wolbromiu,ŚDS,ŚDS,Skalska 20,Wolbrom,32-340,olkuski,małopolskie,50.3768217,19.7566502,39,,"A,B ",32 646 45 68,https://sdswolbrom.pl/contact/
137,Środowiskowy Dom Pomocy Społecznej w Babicach,ŚDS,ŚDS,ul. dr. Jana Gołąba 2,Babice,32-551,oświęcimski,małopolskie,50.0714,19.4507,25,,"A,B",32 622 93 52,
150,Środowiskowy Dom Pomocy Społecznej w Brzeszczach,ŚDS,ŚDS,ul. Nosala 7,Brzeszcze,32-620,oświęcimski,małopolskie,49.9838,19.1561,15,,"D

Filia ŚDS Kęty
ul. Żwirki i Wigury 27a,
32-650 Kęty",50 189 99 23,
4,Środowiskowy Dom Samopomocy Chełmek,ŚDS,ŚDS,ul. Kochanowskiego 1,Chełmek,32-660,oświęcimski,małopolskie,50.10290056,19.25058491,30,,A,33 84614 72,https://sds.chelmek.pl/
151,Środowiskowy Dom Pomocy Społecznej w Kętach,ŚDS,ŚDS,ul. Żwirki i Wigury 27a,Kęty,32-650,oświęcimski,małopolskie,49.8748,19.2201,43,,"A,B",33 845 01 73,https://kety.naszsds.pl/kontakt
113,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS, ul. Słowackiego 1a,Oświęcim,32-600,oświęcimski,małopolskie,50.0283,19.2406,60,,"A,B,C",33 842 45 35,
109,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Gruszów 28,Nowe Brzesko,32-120,proszowicki,małopolskie,50.15998,20.41828,30,,"A,B,C",12 385 20 57,https://nowe-brzesko.pl/instytucje/srodowiskowy-dom-samopomocy/
114,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Winiary 63,Pałecznica,32-109,proszowicki,małopolskie,50.2852027,20.3305498,20,,"A,B,C",41 365 69 66,
152,Środowiskowy Dom Pomocy Społecznej w Proszowicach,ŚDS,ŚDS,ul. 3 Maja 2,Proszowice,32-100,proszowicki,małopolskie,50.1914,20.289,63,,"A,B,C",12 386 10 53,https://proszowice.caritas.pl/srodowiskowy-dom-samopomocy/
153,Środowiskowy Dom Pomocy Społecznej w Proszowicach (Filia),ŚDS,ŚDS,ul. Kolejowej 4,Proszowice,32-100,proszowicki,małopolskie,50.1902,20.2951,63,,"A,B,C
filiaŚDS Proszowice
ul. 3 Maja 2
32-100 Proszowice",12 654 15 90,https://proszowice.caritas.pl/kontakt/
120,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Wrocimowice 4,Radziemice,32-107,proszowicki,małopolskie,50.2961,20.2417,25,,"A,B,C",12 386 06 63,https://radziemice.gmina.pl/srodowiskowy-dom-samopomocy-we-wrocimowicach/
154,Środowiskowy Dom Pomocy Społecznejw w Winiarach,ŚDS,ŚDS,63,Winiary,32-109,proszowicki,małopolskie,50.2851,20.330295,30,,"A,B,C",41 384 85 13,
155,Środowiskowy Dom Pomocy Społecznej w Jordanowie,ŚDS,ŚDS,ul. Banacha 1,Jordanów,34-240,suski,małopolskie,49.6467,19.8277,30,,"A,B",18 267 47 74,https://st-dom.pl/%C5%9Arodowiskowy%20Dom%20Samopomocy.html
156,Środowiskowy Dom Pomocy Społecznej w Karwodrzy,ŚDS,ŚDS,116,Karwodrza,33-170,tarnowski,małopolskie,49.9197308,21.0616556,30,,"A,B",14 651 32 87,https://sdskarwodrza.pl/kontakt/
105,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Sucharskiego 3a,Lisia Góra,33-140,tarnowski,małopolskie,50.0835,21.025,32,,"A,B",78 378 34 30,https://sds-lg.pl/kontakt/
157,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,116,Nowodworze,33-112,tarnowski,małopolskie,49.9691137,20.9915078,25,,"A,B",14 679 45 05,https://sdsnowodworze.wixsite.com/sdsnowodworze
119,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Siedlec 72,Radłów,33-130,tarnowski,małopolskie,50.0786,20.8878,32,,"A,B",14 691 93 99,
121,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. ks. J. Wyrwy 4,Ryglice,33-160,tarnowski,małopolskie,49.8789,21.1395,25,,"A,B",14 654 12 39,"https://bip.malopolska.pl/sdsryglice,m,210999,o-jednostce.html"
122,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,293,Rzepiennik Strzyżewski,33-163,tarnowski,małopolskie,49.793,21.0661,27,,"A,B,C",14 657 18 16,
166,"Środowiskowy Dom Pomocy Społecznej ""Zielona Przystań"" w Tarnowie",ŚDS,ŚDS,ul. Piotra Skargi 29a,Tarnów,33-100,tarnowski,małopolskie,50.0209,20.9828,60,,"A,C",57 090 29 19,https://sdszp.pl/kontakt/
165,Środowiskowy Dom Pomocy Społecznej w Tarnowie,ŚDS,ŚDS,al. MB Fatimskiej 6,Tarnów,33-100,tarnowski,małopolskie,50.0189,20.9926,60,,B,14 622 41 49,https://www.sds.tarnow.pl/kontakt/
158,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,ul. Piłsudskiego 14a,Poronin,34-520,tatrzański,małopolskie,49.3385,20.006493,30,,"B,D",60 235 23 85,https://psoni-zakopane.pl/kontakt/
161,Środowiskowy Dom Pomocy Społecznej w Andychowie (Filia ŚDS Wadowice ul. E. K. Wojtyłów 16),ŚDS,ŚDS,ul. Daszyńskiego 12,Andrychów,34-120,wadowicki,małopolskie,49.8505,19.3434,85,,"A,B
Filia ŚDS Wadowice
ul. E. K. Wojtyłów 16,
34-100 Wadowice",33 873 00 88,https://sdswadowice.pl/kontakt-3/
11,Środowiskowy Dom Samopomocy - Kalwaria Zebrzydowska,ŚDS,ŚDS,Al. Jana Pawła II 7a,Kalwaria Zebrzydowska,34 -130,wadowicki,małopolskie,49.86952462999999,19.68574604,30,,"A,B,C,D",798 818 317,https://www.facebook.com/sdskalwaria
199,Środowiskowy Dom Samopomocy w Kossowej,ŚDS,ŚDS,ul. Zygmunta Jaworskiego 13,Kossowa,34-114,wadowicki,małopolskie,49.96595,19.60077,30,,"A,B,C,D",784 624 796,
160,Środowiskowy Dom Pomocy Społecznej w Wadowicach (Filia ŚDS Wadowice ul. E. K. Wojtyłów 16),ŚDS,ŚDS,ul. Sienkiewicza 16,Wadowice,34-100,wadowicki,małopolskie,49.8847,19.4955,85,,"A,B
Filia ŚDS Wadowice
ul. E. K. Wojtyłów 16,
34-100 Wadowice",57 947 09 31,https://sdswadowice.pl/kontakt-3/
159,Środowiskowy Dom Pomocy Społecznej w Wadowicach,ŚDS,ŚDS,"ul. E. K. Wojtyłów 16,",Wadowice,34-100,wadowicki,małopolskie,49.8854,19.4942,85,,"A,B",33 873 23 63,https://sdswadowice.pl/
129,Gminny Środowiskowy Dom Samopomocy w Wieprzu,ŚDS,ŚDS,ul. Podgórze 18 ,Wieprz,34-122,wadowicki,małopolskie,49.8838,19.3564,25,,B ,33 875 52 90,https://ddow.pl/kontakt
163,Środowiskowy Dom Pomocy Społecznej w Brzeziu,ŚDS,ŚDS,338,Brzezie,32-014,wielicki,małopolskie,49.9981,20.2352,37,,"A,B,C",12 284 11 98,
8,Środowiskowy Dom Samopomocy Zagórzany,ŚDS,ŚDS,Zagórzany 109,Gdów,32-420,wielicki,małopolskie,49.87565351,20.23367658,41,,"A,B,C",12 251 40 41,https://www.sdszagorzany.pl/
108,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,Targowa 8,Niepołomice,32-005,wielicki,małopolskie,50.0366,20.2195,39,,"A,B ",12 284 80 55,https://www.sdsniepolomice.pl/
3,Środowiskowy Dom Samopomocy Tomaszkowice,ŚDS,ŚDS,Tomaszowice 455,Wieliczka,32-020,wielicki,małopolskie,49.97663214,20.0986488,38,,"A,B",12 250 79 00,https://sdstomaszkowice.pl/
128,Środowiskowy Dom Pomocy Społecznej ,ŚDS,ŚDS,os. Sienkiewicza 24,Wieliczka,32-020,wielicki,małopolskie,49.9851,20.0663,44,,A,12 288 32 28,https://fundacja-leonardo.pl/srodowiskowy-dom-samopomocy-wieliczka/
162,Środowiskowy Dom Pomocy Społecznej w Śledziejowicach,ŚDS,ŚDS,336,Śledziejowice,32-020,wielicki,małopolskie,50.0056,20.08,24,,"B,C",12 288 24 70,https://www.larche.org.pl/sledziejowice/kontakt/
